Source,Target,Weight,typeTrans,fraud
'C22162402','M348934600',2.99,'es_transportation',0
'C1881708420','M1823072687',27.15,'es_transportation',0
'C1812521679','M348934600',20.96,'es_transportation',0
'C44857022','M1823072687',40.92,'es_transportation',0
'C1196357413','M1823072687',7.53,'es_transportation',0
'C2043823425','M348934600',24.62,'es_transportation',0
'C394979408','M348934600',44.62,'es_transportation',0
'C779868884','M348934600',51.57,'es_transportation',0
'C1904086644','M348934600',8.19,'es_transportation',0
'C1557448113','M348934600',37.92,'es_transportation',0
'C1224222502','M348934600',8.1,'es_transportation',0
'C732771224','M2122776122',788.67,'es_home',1
'C422403315','M2122776122',1167.18,'es_home',1
'C1114643543','M348934600',47.81,'es_transportation',0
'C650108285','M1823072687',48.66,'es_transportation',0
'C1180570487','M1823072687',30.24,'es_transportation',0
'C1750373007','M348934600',19.02,'es_transportation',0
'C457497998','M1872033263',68.18,'es_home',0
'C1901383731','M348934600',15.17,'es_transportation',0
'C919751066','M1823072687',7.65,'es_transportation',0
'C1314685160','M348934600',17.97,'es_transportation',0
'C1735920391','M348934600',44.83,'es_transportation',0
'C95715318','M1823072687',22.7,'es_transportation',0
'C1045652139','M348934600',7.17,'es_transportation',0
'C1597289593','M348934600',2.51,'es_transportation',0
'C1792734476','M348934600',6.32,'es_transportation',0
'C1700873233','M348934600',64.94,'es_transportation',0
'C861479162','M1600850729',33.47,'es_fashion',0
'C1087943403','M1823072687',34.81,'es_transportation',0
'C155412783','M348934600',29.23,'es_transportation',0
'C1767103563','M348934600',60.58,'es_transportation',0
'C932908444','M348934600',69.14,'es_transportation',0
'C1600642825','M1823072687',13.7,'es_transportation',0
'C1981089677','M348934600',32.92,'es_transportation',0
'C1547534233','M348934600',10.58,'es_transportation',0
'C492776916','M348934600',21.38,'es_transportation',0
'C2137070408','M348934600',18.5,'es_transportation',0
'C2088008854','M1823072687',35.82,'es_transportation',0
'C1688605578','M348934600',39.44,'es_transportation',0
'C436675602','M348934600',34.82,'es_transportation',0
'C1145304322','M348934600',33.32,'es_transportation',0
'C969284083','M348934600',1.52,'es_transportation',0
'C1952969809','M348934600',42.65,'es_transportation',0
'C703281362','M348934600',37.26,'es_transportation',0
'C693174391','M1823072687',35.42,'es_transportation',0
'C1196149230','M348934600',16.49,'es_transportation',0
'C1130259702','M348934600',34.26,'es_transportation',0
'C1806072501','M348934600',19.55,'es_transportation',0
'C352968107','M209847108',107.34,'es_wellnessandbeauty',0
'C537330939','M348934600',7.05,'es_transportation',0
'C1969430351','M1823072687',18.44,'es_transportation',0
'C864602023','M348934600',2.49,'es_transportation',0
'C605859862','M855959430',15.37,'es_hyper',0
'C320437746','M1823072687',45.5,'es_transportation',0
'C1953142190','M348934600',63.33,'es_transportation',0
'C319933645','M855959430',37.67,'es_hyper',0
'C158030246','M1600850729',60.82,'es_fashion',0
'C1968624098','M348934600',11.73,'es_transportation',0
'C150820973','M348934600',15.74,'es_transportation',0
'C799349963','M692898500',135.31,'es_health',0
'C627811000','M348934600',17.43,'es_transportation',0
'C1612798177','M348934600',13.02,'es_transportation',0
'C545248492','M348934600',1.21,'es_transportation',0
'C544997662','M1823072687',45.02,'es_transportation',0
'C647327489','M1823072687',33.71,'es_transportation',0
'C1126112663','M348934600',25.77,'es_transportation',0
'C1580753738','M348934600',23.83,'es_transportation',0
'C1402381285','M348934600',29.4,'es_transportation',0
'C1437099450','M85975013',38.87,'es_food',0
'C1258953485','M348934600',4.82,'es_transportation',0
'C1051356798','M348934600',27.89,'es_transportation',0
'C1965496749','M348934600',32.48,'es_transportation',0
'C718589253','M1535107174',116.28,'es_wellnessandbeauty',0
'C444370508','M348934600',15.54,'es_transportation',0
'C1156885344','M348934600',24.15,'es_transportation',0
'C1102464953','M348934600',67.18,'es_transportation',0
'C554819698','M348934600',15.73,'es_transportation',0
'C724380392','M348934600',35.3,'es_transportation',0
'C1660830591','M348934600',33.24,'es_transportation',0
'C1854104284','M348934600',17.77,'es_transportation',0
'C1690998552','M348934600',58.62,'es_transportation',0
'C905744010','M348934600',37.28,'es_transportation',0
'C129386345','M692898500',102.88,'es_health',0
'C956414645','M348934600',18.53,'es_transportation',0
'C1234264195','M348934600',16.63,'es_transportation',0
'C114388565','M348934600',21.88,'es_transportation',0
'C1646298550','M348934600',35.26,'es_transportation',0
'C1949984685','M1294758098',184.72,'es_leisure',1
'C792341594','M1294758098',258.01,'es_leisure',1
'C1859195979','M857378720',30.04,'es_hotelservices',1
'C1859195979','M857378720',586.05,'es_hotelservices',1
'C1624351292','M1823072687',17.1,'es_transportation',0
'C1754543106','M1823072687',29.86,'es_transportation',0
'C923919564','M348934600',37.51,'es_transportation',0
'C1944210063','M348934600',16.43,'es_transportation',0
'C1830336096','M1823072687',38.63,'es_transportation',0
'C1814131114','M348934600',25.2,'es_transportation',0
'C274026379','M348934600',68.08,'es_transportation',0
'C1246760376','M348934600',41.36,'es_transportation',0
'C1382187685','M348934600',49.35,'es_transportation',0
'C1378412230','M348934600',7.35,'es_transportation',0
'C795132749','M348934600',22.24,'es_transportation',0
'C1194290880','M480139044',163.53,'es_health',0
'C1018783569','M348934600',15.66,'es_transportation',0
'C1273564839','M348934600',34.31,'es_transportation',0
'C369046885','M348934600',47.27,'es_transportation',0
'C1141524074','M1842530320',37.92,'es_tech',0
'C251875213','M85975013',70.57,'es_food',0
'C1155962240','M348934600',35.18,'es_transportation',0
'C1897313368','M348934600',24.72,'es_transportation',0
'C1952937534','M348934600',4.88,'es_transportation',0
'C531724764','M348934600',41.49,'es_transportation',0
'C190128751','M348934600',17.32,'es_transportation',0
'C1510402289','M348934600',29.85,'es_transportation',0
'C269960003','M348934600',21.78,'es_transportation',0
'C1093826151','M348934600',37.21,'es_transportation',0
'C1514973352','M348934600',9.07,'es_transportation',0
'C2062869828','M348934600',33.31,'es_transportation',0
'C1415168453','M348934600',4.48,'es_transportation',0
'C1974668487','M348934600',53.78,'es_transportation',0
'C603564532','M1823072687',6.58,'es_transportation',0
'C1605642067','M85975013',43.27,'es_food',0
'C1292770722','M348934600',59.01,'es_transportation',0
'C1373640509','M1823072687',45.83,'es_transportation',0
'C990997956','M348934600',5.83,'es_transportation',0
'C1702404555','M348934600',3.82,'es_transportation',0
'C1657925669','M209847108',2.38,'es_wellnessandbeauty',0
'C1200336063','M1823072687',31.43,'es_transportation',0
'C947156375','M348934600',24.65,'es_transportation',0
'C295271306','M1823072687',0.79,'es_transportation',0
'C1087227796','M85975013',8.93,'es_food',0
'C1680347409','M348934600',2.93,'es_transportation',0
'C876944738','M348934600',18.51,'es_transportation',0
'C1327677398','M1535107174',63.36,'es_wellnessandbeauty',0
'C168191673','M85975013',7.13,'es_food',0
'C879949041','M348934600',50.63,'es_transportation',0
'C592679392','M348934600',27.23,'es_transportation',0
'C1872660217','M1823072687',36.01,'es_transportation',0
'C996326258','M1888755466',111.79,'es_otherservices',0
'C1349106433','M348934600',16.38,'es_transportation',0
'C165037464','M1823072687',3.08,'es_transportation',0
'C606355103','M348934600',13.55,'es_transportation',0
'C996804095','M348934600',25.49,'es_transportation',0
'C1700159150','M348934600',49.85,'es_transportation',0
'C1023694383','M480139044',74.33,'es_health',0
'C868096672','M348934600',16.26,'es_transportation',0
'C1675884425','M348934600',51.87,'es_transportation',0
'C1415998962','M1946091778',50.68,'es_wellnessandbeauty',0
'C1480799932','M1823072687',47.68,'es_transportation',0
'C924804429','M348934600',43.69,'es_transportation',0
'C616528518','M1823072687',27.42,'es_transportation',0
'C1598564853','M348934600',8.56,'es_transportation',0
'C764092576','M348934600',28.65,'es_transportation',0
'C855942730','M1823072687',58.29,'es_transportation',0
'C983659750','M348934600',18.81,'es_transportation',0
'C1164613439','M1823072687',1.14,'es_transportation',0
'C1282114843','M348934600',41.23,'es_transportation',0
'C1799010144','M348934600',57.33,'es_transportation',0
'C1761085759','M1823072687',12.09,'es_transportation',0
'C1881279773','M348934600',9.36,'es_transportation',0
'C1467497219','M1823072687',5.17,'es_transportation',0
'C346693029','M348934600',20.99,'es_transportation',0
'C813472343','M348934600',7.65,'es_transportation',0
'C413242191','M348934600',53.05,'es_transportation',0
'C2005297705','M348934600',14.46,'es_transportation',0
'C317314063','M348934600',54.29,'es_transportation',0
'C1402203755','M348934600',24.85,'es_transportation',0
'C1249352100','M348934600',34.17,'es_transportation',0
'C718962269','M348934600',53.85,'es_transportation',0
'C168361707','M1888755466',99.75,'es_otherservices',0
'C1545573016','M1741626453',8.26,'es_sportsandtoys',0
'C1625937550','M348934600',26.63,'es_transportation',0
'C83086349','M1823072687',73.39,'es_transportation',0
'C1761432742','M151143676',32.33,'es_barsandrestaurants',0
'C130295904','M348934600',45.65,'es_transportation',0
'C90085212','M348934600',45.79,'es_transportation',0
'C1814870538','M348934600',16.72,'es_transportation',0
'C1085689043','M348934600',3.65,'es_transportation',0
'C2085650948','M1600850729',68.39,'es_fashion',0
'C351880818','M348934600',29.29,'es_transportation',0
'C1264224372','M348934600',0.9,'es_transportation',0
'C1846080029','M840466850',172.4,'es_tech',0
'C1076110991','M348934600',54.68,'es_transportation',0
'C286547187','M348934600',62.69,'es_transportation',0
'C676229147','M348934600',32.85,'es_transportation',0
'C707360147','M480139044',24.57,'es_health',0
'C1694039833','M547558035',122.09,'es_fashion',0
'C954636025','M480139044',111.87,'es_health',0
'C1800696439','M348934600',11.92,'es_transportation',0
'C1860775846','M1823072687',24.52,'es_transportation',0
'C1628447668','M348934600',47.35,'es_transportation',0
'C1258725927','M348934600',18.45,'es_transportation',0
'C278501873','M348934600',2.75,'es_transportation',0
'C1405664150','M1823072687',16.88,'es_transportation',0
'C1767072624','M348934600',11.41,'es_transportation',0
'C1783610571','M348934600',46.15,'es_transportation',0
'C2063574289','M348934600',17.6,'es_transportation',0
'C2078460335','M348934600',37.21,'es_transportation',0
'C588841669','M348934600',38.91,'es_transportation',0
'C861002792','M1823072687',23.79,'es_transportation',0
'C12662072','M348934600',27.6,'es_transportation',0
'C939735585','M209847108',53.62,'es_wellnessandbeauty',0
'C318818410','M348934600',65.27,'es_transportation',0
'C1908894965','M1823072687',33.01,'es_transportation',0
'C250546729','M348934600',12.97,'es_transportation',0
'C1297358265','M840466850',80.44,'es_tech',0
'C1992803690','M1823072687',45.0,'es_transportation',0
'C1581709798','M348934600',31.66,'es_transportation',0
'C439601438','M348934600',27.76,'es_transportation',0
'C449262890','M1823072687',46.09,'es_transportation',0
'C169274898','M348934600',9.8,'es_transportation',0
'C1957046981','M348934600',24.47,'es_transportation',0
'C2017140130','M348934600',61.27,'es_transportation',0
'C1739741081','M348934600',23.9,'es_transportation',0
'C1999090638','M348934600',40.93,'es_transportation',0
'C1768385310','M348934600',29.95,'es_transportation',0
'C966335674','M348934600',5.35,'es_transportation',0
'C343512101','M348934600',5.67,'es_transportation',0
'C1055224400','M348934600',31.19,'es_transportation',0
'C765155274','M348934600',18.96,'es_transportation',0
'C1495681901','M1823072687',22.77,'es_transportation',0
'C2136232396','M348934600',5.71,'es_transportation',0
'C949023995','M348934600',32.93,'es_transportation',0
'C1459810780','M348934600',21.54,'es_transportation',0
'C1962137244','M1823072687',31.58,'es_transportation',0
'C1354917220','M348934600',62.63,'es_transportation',0
'C267009229','M348934600',32.76,'es_transportation',0
'C1101722853','M348934600',39.52,'es_transportation',0
'C1486017704','M348934600',33.5,'es_transportation',0
'C486996910','M348934600',4.42,'es_transportation',0
'C1426091756','M348934600',21.87,'es_transportation',0
'C1652856443','M1823072687',45.84,'es_transportation',0
'C1913473991','M1823072687',14.38,'es_transportation',0
'C133401060','M209847108',9.55,'es_wellnessandbeauty',0
'C734817849','M348934600',106.13,'es_transportation',0
'C1819254965','M348934600',6.6,'es_transportation',0
'C2118328869','M348934600',17.55,'es_transportation',0
'C1451561221','M855959430',94.88,'es_hyper',0
'C100992504','M1823072687',55.31,'es_transportation',0
'C1838681949','M1823072687',14.78,'es_transportation',0
'C1998442183','M348934600',42.69,'es_transportation',0
'C892377311','M1823072687',25.02,'es_transportation',0
'C1730375460','M348934600',13.91,'es_transportation',0
'C1320820565','M348934600',12.81,'es_transportation',0
'C1556912476','M348934600',42.31,'es_transportation',0
'C87462443','M348934600',19.08,'es_transportation',0
'C1551465414','M1823072687',45.7,'es_transportation',0
'C354971512','M1053599405',29.91,'es_health',0
'C354971512','M1913465890',28.0,'es_health',0
'C1490416909','M1823072687',6.35,'es_transportation',0
'C707234445','M348934600',65.23,'es_transportation',0
'C1259760240','M348934600',16.14,'es_transportation',0
'C2038427935','M348934600',8.29,'es_transportation',0
'C748358246','M348934600',24.96,'es_transportation',0
'C1784864427','M348934600',9.19,'es_transportation',0
'C1152092987','M348934600',56.03,'es_transportation',0
'C2037169176','M348934600',20.17,'es_transportation',0
'C636259913','M348934600',1.18,'es_transportation',0
'C825739161','M348934600',11.22,'es_transportation',0
'C1482659693','M348934600',24.3,'es_transportation',0
'C174977934','M348934600',23.42,'es_transportation',0
'C174977934','M1823072687',34.51,'es_transportation',0
'C76969430','M85975013',20.92,'es_food',0
'C707326919','M1823072687',4.43,'es_transportation',0
'C917831365','M1823072687',8.87,'es_transportation',0
'C325775693','M1823072687',4.03,'es_transportation',0
'C1525581466','M348934600',17.32,'es_transportation',0
'C476466255','M348934600',16.96,'es_transportation',0
'C152830802','M209847108',8.15,'es_wellnessandbeauty',0
'C537423962','M1741626453',12.19,'es_sportsandtoys',0
'C998987490','M348934600',19.41,'es_transportation',0
'C1476101537','M348934600',13.3,'es_transportation',0
'C1488142454','M348934600',34.62,'es_transportation',0
'C909525375','M348934600',28.6,'es_transportation',0
'C191366309','M1823072687',30.26,'es_transportation',0
'C475928775','M348934600',41.53,'es_transportation',0
